"NBa7we src","d4r55","RfnDt","RfnDt 2","eaLgGf src","hCCjke src","hCCjke src 2","hCCjke src 3","hCCjke src 4","hCCjke src 5","rsqaWe","wiI7pd","w8nwRe","RfDO5c 2"
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/AD_cMMRNJ966muZymLH1sPdU8ZvSb9qoN5SMlxoV5ZNG_TvARN3_=w36-h36-p-rp-mo-ba5-br100","Sharath Simha","· 164 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","2 months ago","Rating 1 for food as it's quite overrated and the business is running on the legacy built over a period of time! No sign of salt or spice in any of the food.... Idli was sour , vada was just out of oil and looked like it was taken out in a …","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMSypgwkYVp3NHYsaj2h9E6hscV14EIlJkU9GHWoE2nw898=w36-h36-p-rp-mo-br100","Kriparam Ramasubramanian","65 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 months ago","Ultimate place for food lovers.
Limited items with a very reasonable rates.
Great taste and personalized service. …","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMSg4wYRiL6UQOVSNr4lydAJmCR-34f284DfqYwVzeJJ6UI=w36-h36-p-rp-mo-br100","Monisa Ramesh","24 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","5 months ago","Went there at 4pm They served dosa, bonda and coffee in the evening. We tried ghee dosa and rava onion dosa.
Ghee dosa was so crispy and very yummy similar to what we taste in big …","More",""
"https://lh3.googleusercontent.com/a/AAcHTtcTfOrC-2ZHDaMTUFykeyx-p_OpU8-S4ch-pJKAihZw=w36-h36-p-rp-mo-br100","msri joy15","3 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a week ago","Highly overrated... Nothing special and it's just an ordinary breakfast, tiny place not feeling comfortable to sit and enjoy your food...in fact a spoon of thick chutney and pody/powder are charged of Rs. 25/- which is something unfair (it …","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMTZHHZpB2QgRA8XkXYjMFkymvldJYYXboCdnhYLfkE2ux8=w36-h36-p-rp-mo-br100","Priya S","7 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 months ago","Small antique place with south Indian breakfast options. Their hospitality is outstanding, very much make you feel like eating at home. It is the place to experience south/ Tamil culture. Food taste is very good too.","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMR37vNXDk900fDkMvn5uCy1cuyNz3mHHfJMFeYtaT3nO7g=w36-h36-p-rp-mo-ba4-br100","YOGESH Ramesh","· 74 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","3 weeks ago","Over hyped and highly overrated place. Price is too high for that place. People say idly is really good but it's not at all good. It is okayish. I really like the idly podi they served. And that's it. Others are just normal. I don't know …","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMTk50JGiCaATc2NfIOgMKkzpckWGXLqwd0VdCj3eX3Lqsrc=w36-h36-p-rp-mo-ba4-br100","Pradeep Anbazhagan","· 68 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","5 months ago","Over hyped. Food quality and tastes good but over priced menu! Sambar is not upto the mark!","More",""
"https://lh3.googleusercontent.com/a/AAcHTtenBPMwWi7zxQSOfFMVPMjCrfobZgHqktS9Q5l2VME=w36-h36-p-rp-mo-ba5-br100","Villager","· 102 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 weeks ago","Don't know why this mess is always crowded. It's not great on the atmosphere/taste/quality/quantity/value for money. Is it due to service/good hearted people?. Not sure. But many people go and take. …","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMT8G5hf1nPilX8v8zj6BQu0i1e4SwISghEeHpJimwsV0eQ=w36-h36-p-rp-mo-ba6-br100","Deva Vikaas","· 58 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a week ago","It is located in the narrow lane that branches off to the right from the main road before the Al-Taj biriyani shop. The shop has relatively few seats available and looks quite congested. The plain bonda was quite crispy on the outside and …","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMTfVAQGIBgCLBOiYUhBdRdumq2R0h92clYb9tfbk9sSON0=w36-h36-p-rp-mo-ba5-br100","Aravind Easwar","· 369 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a month ago","Good food but we should eat in a hurry.","More","Dine in…"
"https://lh3.googleusercontent.com/a-/AD_cMMScXPYNyx8jXledO6C3BjuX4N1RsWdtJejUW3LITOaux7j6=w36-h36-p-rp-mo-ba5-br100","Satvik Karkera","· 147 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","6 months ago","The best idli vada of my life. You shouldn't miss out on their coffee.

The owner is a very cheerful person and their service is great. Amazing experience!","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMQxb7IzK1OU1EPhyySSIfkz3ikN_lI7dZtjM5yzt25pxag=w36-h36-p-rp-mo-ba5-br100","Sandeep kumar Jain","· 224 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 years ago","After a morning walk at Marina, went on to have breakfast in this very famous and very old eatery called Rayars Mess.
It is little difficult to locate, even I missed once and then Google maps helped …","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMRAG6JqRLvoDUWr15hn8uEQXViijb6xXZAZj-rUeD-OQ_3q=w36-h36-p-rp-mo-ba6-br100","Sindhu Kannan","· 458 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a year ago","Mess open by 7am. But there will be lot of rush, people are allowed to dine in by first come first basis. Only 4tables will be there to sit and dine. …","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMTAhFCFQdqBgaF94pQSP6rJJEXVCrAzDuH7WHagFL4yrP1n=w36-h36-p-rp-mo-br100","Nanda Kishore","3 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a month ago","Its an old mess with traditional taste. Since I am from Coimbatore and have been thru this mess culture (especially of the Kongu & tamil brahmin communities), I didn't have a woww feeling. Of course it look me to a memory lane when I use to …","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMTW7rxTbE7ik1m5dIBxv8eg5kYDi2qwiybJNtTPEYlyXQg=w36-h36-p-rp-mo-ba4-br100","Vijendra saini","· 84 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","4 months ago","Good food, great service, small place though comfortable seating.
Vada ws super hot nd crisp. Idli was good too.","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMSjMP2VInAmWfm0UKNhMYNObEGe6MwDic2Nk9uU5OVLbKNf=w36-h36-p-rp-mo-ba5-br100","Jayashree Anand","· 208 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 weeks ago","Did not get to eat here. Yet giving 5 star for a reason.
This is one among the oldest eat outs in Mylapore. Looks like some good has happened due to social media influencers. This place is inside a very narrow street. …","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMRgl0dWsA7IkXt_hQU3kcbteRBirYnaj3oSjxgm7cnJtNA=w36-h36-p-rp-mo-ba4-br100","Raghu V","· 97 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","5 months ago","It's a small shop very difficult to find on our own, which help of Google and people we found this place. Taste is good but not that good as it is exaggerated on social media. The ambience is very bad and very small place. The service is …","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMQehtqAH-qIvkRzK0m57ZRQbWgsGPD91L6GjSC09rhBSDE6=w36-h36-p-rp-mo-ba4-br100","ramchandra ramanan","· 91 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 months ago","What to tell. One of the iconic eateries of Chennai. Have been eating for several decades. Quality is always maintained. Taste is excellent. Cost is ok. But I still dream of a day when they would start in a bigger location and offer buffet. Obviously not going to happen. But one can dream","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMSoGyyrYEvC2f4GTmv-0gG1dt0250haO16U4k8INN-rfmo=w36-h36-p-rp-mo-ba4-br100","Dhiyanathiru","· 65 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 weeks ago","4.5 for food. (Amazing Pongal and idlis - podi and ghee cost extra)
5 for service
3 for atmosphere only cuz it's small. It's not so shabby at all.","More",""
"https://lh3.googleusercontent.com/a/AAcHTtdX_d6tC0EXFQjneFD03Mrax7i8XTox5AJ4nzeZ9iGfmw=w36-h36-p-rp-mo-ba6-br100","Mani G","· 287 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a year ago","Foods : pongal, bonda, idly and coffee were excellent
One of the best place to eat out. Excellent atmosphere. Liked the food. do not worry about street being narrow, that is what it is. I know there are some …","More",""
"https://lh3.googleusercontent.com/a/AAcHTtdMB2rIo2AdPev49XCo-_iWngk2aDXhVUV042Ulws1s=w36-h36-p-rp-mo-ba4-br100","Thendral Mangala","· 44 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 months ago","This is a very small but traditional place.Been eating there for more than 40 years. Very simple menu
Their hospitality was unique and part of the deal.. However now it is all by North Indian waiters and it does lack the charm.. Nevertheless worth the visit.","More",""
"https://lh3.googleusercontent.com/a-/AD_cMMTBkaif8lhWzMp8j3Z5lU_XuYW4V0uLDe4_Wvq-KEFRvqM=w36-h36-p-rp-mo-ba4-br100","Bhanu Priya","· 88 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a month ago","Small place.. We went with more expectations by seeing the reviews but the hype was too much than the reality we faced today.. Taste was not up to that level.. We ate bonda, ghee roast, adai, rava dosa and jamun.. Dosa items were normal in taste but the sambhar and coconut chutney was watery.. Coffee was good..","",""
