"RfnDt 2","eaLgGf src","hCCjke src","hCCjke src 2","hCCjke src 3","hCCjke src 4","wiI7pd","w8nwRe","znYl0"
"Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","They are allowing people to smoke in the restaurant. While all sensible cafe's have a dedicated smoking place, this felt amateurish to allow people to keep on smoking even after drawing their attention to it... …","More","Like"
"Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","It’s the simplicity that defines this place .. From their wide spread of amazing appetising  food to ambience …","","Share"
"Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","Amazing ambience and service. Got the cinna cream, chocolate smoothie bowl, veggie roast, quinoa summertime bowl. Everything was around Rs 350/- each, a tad bit expensive. But definitely very different to the other places around.","","Share"
"","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","Lovely place … good food . I would
Like appreciate the Manager Sri - who goes out of his way to deliver service , he cross checks on guests and ensures delivery of superb service .
In these days - I have not seen a better service from a restaurant . Super show .","","Like"
"Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","A nice spot to catch up with friends or a quick casual meeting. They have indoor and outdoor seating. A range of sweet and savoury pastries to choose from which would go along with their coffee from Subko. They have a menu which also has sandwiches, salads and smoothie with vegan options. Friendly staff and atmosphere.","","Share"
"Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","Great place for breakfast and brunch. Amazing vegan options and smoothie bowl is a must try! 10/10 for the ambience.","","Share"
"Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","Went for an early lunch, Good taste, quantity and environment.","","Share"
"","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","Please do put up a board stating that the Non AC section of the cafe is a smoking area. Or else instruct the staff to inform the customers before hand when we opt to sit there especially with kids and elderly. Had to leave the cafe abruptly …","More","Like"
"Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","Was looking forward to visit this place since I couldn't visit the Pondy one still. Location is very good and good ambience too. Coming to food we tried Mushroom sandwich on sourdough paired with Origami (pour over coffee) using Coffee …","More","Share"
"","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","The food is just amazing! Perfect place to visit on a lazy day for brunch as you get to try a lot more items on the menu. Don't miss out on the B&C toast and make sure to try the smoothie bowls and breakfast wrap. And be mindful when …","More","Share"
"Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","Love the food here. Great presentation, flavour profiles and array. Price meets the quality of what you get to eat. Brilliant work by Daniel & the Subko team. Coffee can be a slight mishap at times, but still it’s good coffee! Recommend any day over other bakeries or breakfast places in Chennai.","","Share"
"Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","A place that I could not cover in my earlier Pondy and later Chennai series was Bread and Chocolate.  It has been on my wishlist for a long time and I finally made it on a short trip to Chennai earlier in May.  It happened to be a short …","More","Share"
"Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","I visited on a Saturday and so it was extremely crowded. But they were quick to find a table. Self service so I had to place the order at the counter. The service was pretty decent. The food on the other hand was horrible. The wheat pancake …","More","Share"
"Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","Eating at bread and chocolate makes it feel as if you’re not even in Chennai. The ambience is amazing and the food tastes beyond heavenly. The only reason I’ve cut down a star is because the prices are a little on the high end but the …","More","Share"
"Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","We went there for breakfast and loved it,

We had …","More","Share"
